,person,label,most_frequent_event,count_most_frequent_event,less_frequent_event,count_less_frequent_event,ad campaign hit,brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site,mean_per_event
9261,57c78c8a,0,viewed product,4,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0
9262,74e7964a,0,viewed product,67,brand listing,2,5.0,2.0,3.0,0.0,8.0,0.0,7.0,7.0,2.0,67.0,6.0,11.88888888888889
9263,1a907572,0,viewed product,7,checkout,1,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,1.0,3.0
9264,ce25e4ab,0,viewed product,37,checkout,1,4.0,4.0,1.0,0.0,9.0,0.0,6.0,0.0,0.0,37.0,4.0,9.285714285714286
9265,d0b209c4,0,viewed product,3,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.4285714285714286
9266,1f3d4f2a,0,viewed product,7,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.4
9267,5f5a4c59,0,viewed product,11,checkout,1,6.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.0,11.0,3.0,4.428571428571429
9268,4bd0749c,0,viewed product,17,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0,4.2
9269,00bc3bed,0,viewed product,14,checkout,1,9.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,14.0,2.0,5.333333333333333
9270,638bebf1,0,viewed product,23,checkout,3,6.0,12.0,3.0,0.0,6.0,0.0,3.0,7.0,0.0,23.0,8.0,8.5
9271,a5414650,0,viewed product,31,checkout,1,17.0,15.0,1.0,0.0,6.0,0.0,12.0,3.0,0.0,31.0,4.0,11.125
9272,7db4883a,1,viewed product,9,generic listing,1,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,9.0,4.0,3.5
9273,5a6d3c9d,0,viewed product,184,checkout,2,3.0,6.0,2.0,0.0,12.0,0.0,53.0,57.0,0.0,184.0,32.0,43.625
9274,34112d73,0,viewed product,96,checkout,1,11.0,0.0,1.0,0.0,3.0,0.0,11.0,4.0,0.0,96.0,7.0,19.0
9275,1ee88eac,1,brand listing,9,generic listing,1,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,4.0
9276,9c3952a0,0,viewed product,22,checkout,1,12.0,2.0,1.0,0.0,0.0,0.0,5.0,12.0,0.0,22.0,10.0,9.142857142857142
9277,32145a5e,0,brand listing,3,generic listing,1,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.8333333333333333
9278,55e53eea,0,viewed product,53,checkout,1,13.0,3.0,1.0,0.0,15.0,0.0,13.0,50.0,0.0,53.0,9.0,19.625
9279,48c73020,0,viewed product,3,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.3333333333333333
9280,b275a7e6,0,viewed product,17,checkout,1,0.0,2.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,17.0,3.0,5.0
9281,02e0a3c2,0,viewed product,26,visited site,1,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,26.0,1.0,6.166666666666667
9282,b89897ab,0,viewed product,11,checkout,1,10.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,4.0,4.857142857142857
9283,b5801656,0,viewed product,12,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,4.666666666666667
9284,c8133d29,0,viewed product,11,checkout,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,1.0,3.4
9285,6433ffb8,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9286,55a7179e,1,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9287,4605a65e,0,viewed product,91,searched products,1,14.0,8.0,4.0,0.0,8.0,0.0,2.0,1.0,0.0,91.0,9.0,17.125
9288,94ec33f1,1,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
9289,59e0f01c,0,viewed product,12,searched products,1,4.0,3.0,2.0,0.0,3.0,0.0,5.0,1.0,1.0,12.0,2.0,3.6666666666666665
9290,15314cda,0,viewed product,17,brand listing,1,10.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,17.0,10.0,8.166666666666666
9291,76aeff83,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9292,27f0a8fc,0,viewed product,9,checkout,1,3.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,9.0,5.0,4.0
9293,092979db,0,viewed product,39,checkout,2,15.0,0.0,2.0,0.0,9.0,0.0,17.0,0.0,0.0,39.0,6.0,14.666666666666666
9294,a0a66a40,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9295,b6056d9d,0,viewed product,10,checkout,1,8.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,1.0,5.833333333333333
9296,e85297af,0,viewed product,173,checkout,1,15.0,58.0,1.0,1.0,14.0,0.0,9.0,0.0,1.0,173.0,22.0,32.666666666666664
9297,854e8925,0,viewed product,6,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0
9298,0d35055e,0,ad campaign hit,8,checkout,1,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0
9299,3b38ee14,0,viewed product,16,search engine hit,1,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5.0,6.4
9300,e16548bc,0,viewed product,21,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21.0,1.0,5.0
9301,3fcfb175,0,viewed product,102,brand listing,1,3.0,1.0,5.0,0.0,25.0,0.0,3.0,29.0,1.0,102.0,13.0,20.22222222222222
9302,4e949fde,1,viewed product,7,generic listing,1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,7.0,2.0,3.0
9303,64f45e8d,0,viewed product,32,ad campaign hit,1,1.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,32.0,3.0,5.222222222222222
9304,4ab936c1,0,ad campaign hit,8,search engine hit,1,8.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.333333333333333
9305,6f37c9b4,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.8
9306,809ed67b,0,viewed product,75,checkout,1,13.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,0.0,75.0,9.0,18.666666666666668
9307,275c35ca,0,checkout,6,viewed product,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5
9308,c5cbc7bd,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5
9309,c8246873,0,viewed product,5,ad campaign hit,1,1.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,5.0,3.3333333333333335
9310,b7e9f272,0,viewed product,22,ad campaign hit,1,1.0,0.0,6.0,4.0,2.0,0.0,1.0,13.0,0.0,22.0,4.0,6.625
9311,8e1ca368,0,viewed product,6,search engine hit,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,3.5
9312,63f3e3bd,0,viewed product,37,generic listing,1,12.0,9.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,8.0,10.142857142857142
9313,18e77b0a,1,viewed product,68,checkout,1,0.0,11.0,1.0,0.0,4.0,0.0,3.0,9.0,1.0,68.0,3.0,12.5
9314,652c5efa,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
9315,ae6abfd7,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
9316,25051828,0,viewed product,46,generic listing,1,5.0,6.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,46.0,3.0,9.571428571428571
9317,f2336581,0,viewed product,41,visited site,1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,12.0
9318,cdf77e83,0,viewed product,152,conversion,1,8.0,19.0,2.0,1.0,12.0,0.0,5.0,0.0,1.0,152.0,10.0,23.333333333333332
9319,7b7d552d,0,viewed product,53,ad campaign hit,1,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,53.0,1.0,9.833333333333334
9320,01f68b1f,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9321,85ab274d,0,viewed product,12,brand listing,1,9.0,1.0,1.0,0.0,7.0,0.0,8.0,0.0,0.0,12.0,4.0,6.0
9322,ec536445,0,ad campaign hit,17,checkout,1,17.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,13.0,6.0,8.166666666666666
9323,968e7627,0,brand listing,24,generic listing,5,9.0,24.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,23.0,11.0,13.0
9324,d3be3cbe,0,viewed product,36,checkout,1,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,36.0,2.0,8.6
9325,f85fa296,0,viewed product,165,checkout,1,26.0,80.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,165.0,18.0,36.875
9326,78f34924,0,viewed product,32,checkout,1,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,32.0,2.0,8.4
9327,de5439e4,1,viewed product,90,conversion,1,40.0,17.0,3.0,1.0,11.0,0.0,2.0,14.0,2.0,90.0,27.0,20.7
9328,2913068a,0,viewed product,50,checkout,1,9.0,0.0,1.0,1.0,17.0,0.0,15.0,5.0,0.0,50.0,12.0,13.75
9329,657758db,0,viewed product,9,visited site,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.333333333333333
9330,1e32ded5,1,conversion,3,checkout,1,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.8571428571428572
9331,ba495509,0,viewed product,11,ad campaign hit,1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0
9332,c6eca7e6,0,viewed product,11,ad campaign hit,1,1.0,7.0,3.0,1.0,2.0,0.0,1.0,6.0,0.0,11.0,1.0,3.6666666666666665
9333,061dfed7,0,viewed product,4,checkout,1,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0
9334,497e0b05,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9335,76dede25,0,viewed product,7,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,7.0,2.0,2.4285714285714284
9336,d39dd2a1,0,viewed product,6,checkout,1,2.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,6.0,2.0,3.0
9337,e0837592,0,viewed product,18,checkout,1,6.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,18.0,2.0,5.428571428571429
9338,e28fabe1,0,viewed product,58,conversion,2,24.0,20.0,10.0,2.0,12.0,0.0,8.0,22.0,3.0,58.0,14.0,17.3
9339,001e9aea,0,viewed product,17,checkout,3,13.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0,7.0,9.0
9340,4b7bdbea,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9341,ae30a41f,0,viewed product,20,search engine hit,1,2.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,20.0,1.0,5.166666666666667
9342,eb201078,0,viewed product,9,search engine hit,2,5.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,5.0
9343,a879f712,1,viewed product,414,search engine hit,4,5.0,37.0,0.0,0.0,41.0,0.0,4.0,7.0,0.0,414.0,41.0,78.42857142857143
9344,67c40829,0,viewed product,8,checkout,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.75
9345,00c2f60d,0,viewed product,116,search engine hit,1,0.0,4.0,2.0,0.0,19.0,0.0,1.0,0.0,0.0,116.0,7.0,24.833333333333332
9346,8e1142a8,0,viewed product,5,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.25
9347,6e50785f,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9348,4ba009a6,0,viewed product,30,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,8.25
9349,e6a59e5d,0,viewed product,11,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,1.0,3.1666666666666665
9350,31e8e9fd,0,viewed product,19,checkout,1,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.5
9351,66f7056f,0,viewed product,3,checkout,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.3333333333333333
9352,d329c683,0,viewed product,13,ad campaign hit,1,1.0,5.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,13.0,2.0,4.375
9353,b8a57233,0,viewed product,6,brand listing,1,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,2.1666666666666665
9354,91e386c6,0,viewed product,9,searched products,1,6.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,7.0,5.0
9355,960753ba,0,viewed product,19,checkout,2,4.0,0.0,2.0,0.0,5.0,0.0,4.0,8.0,0.0,19.0,4.0,6.571428571428571
9356,d3d6d8ae,0,generic listing,49,brand listing,1,2.0,1.0,0.0,0.0,49.0,0.0,2.0,10.0,4.0,15.0,39.0,15.25
9357,2096a3c4,0,viewed product,18,searched products,2,8.0,17.0,3.0,0.0,8.0,0.0,10.0,2.0,0.0,18.0,4.0,8.75
9358,5285da82,0,brand listing,2,ad campaign hit,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.125
9359,8094e117,0,ad campaign hit,10,checkout,1,10.0,7.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,5.0,3.0,5.142857142857143
9360,972c7092,0,viewed product,18,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,18.0,5.0,4.857142857142857
9361,98be5f29,0,ad campaign hit,4,conversion,1,4.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,3.0,1.0,2.7142857142857144
9362,9caf8a87,0,viewed product,181,checkout,6,56.0,43.0,6.0,0.0,37.0,0.0,33.0,20.0,0.0,181.0,36.0,51.5
9363,1261a339,0,viewed product,21,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0,3.0,6.6
9364,8f60b750,0,viewed product,92,ad campaign hit,1,1.0,2.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,92.0,4.0,15.857142857142858
9365,8de74163,1,viewed product,200,ad campaign hit,1,1.0,2.0,3.0,0.0,10.0,0.0,5.0,5.0,3.0,200.0,10.0,26.555555555555557
9366,de1fdf0d,0,searched products,3,ad campaign hit,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.5
9367,86a6d89c,0,viewed product,28,checkout,1,15.0,3.0,1.0,0.0,13.0,0.0,0.0,6.0,0.0,28.0,4.0,10.0
9368,c5f75139,0,viewed product,44,checkout,1,7.0,3.0,1.0,0.0,7.0,0.0,7.0,1.0,0.0,44.0,4.0,9.25
9369,c6cc6746,0,viewed product,18,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,1.0,4.5
9370,ac8f32bc,0,viewed product,697,search engine hit,1,25.0,20.0,2.0,0.0,13.0,0.0,1.0,1.0,0.0,697.0,26.0,98.125
9371,dd7130a8,0,viewed product,13,checkout,1,5.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,13.0,4.0,4.571428571428571
9372,27d91cf7,0,viewed product,6,ad campaign hit,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,1.0,2.142857142857143
9373,54df7980,0,viewed product,20,visited site,2,6.0,7.0,0.0,0.0,8.0,0.0,6.0,11.0,0.0,20.0,2.0,8.571428571428571
9374,5a7fbf15,0,generic listing,1,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
9375,195dafaf,0,viewed product,40,conversion,2,16.0,24.0,4.0,2.0,14.0,0.0,14.0,11.0,0.0,40.0,16.0,15.666666666666666
9376,7bd87614,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9377,8d321b20,0,viewed product,44,checkout,1,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,44.0,4.0,14.25
9378,2f41a167,1,viewed product,20,generic listing,2,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,5.0,8.0
9379,2fef6aad,0,searched products,6,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,2.0,1.0,2.2857142857142856
9380,bf0cc165,0,viewed product,47,checkout,2,0.0,0.0,2.0,0.0,5.0,0.0,10.0,27.0,0.0,47.0,12.0,17.166666666666668
9381,16ab6c38,0,viewed product,57,search engine hit,1,2.0,19.0,2.0,0.0,7.0,0.0,1.0,3.0,0.0,57.0,5.0,12.0
9382,b4db64f5,0,viewed product,57,conversion,1,3.0,11.0,3.0,1.0,3.0,0.0,2.0,4.0,0.0,57.0,4.0,9.777777777777779
9383,7e65d25f,0,viewed product,26,checkout,3,5.0,14.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,26.0,7.0,9.0
9384,54613c99,0,viewed product,21,staticpage,1,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,11.0,10.6
9385,e260fc8b,0,ad campaign hit,4,checkout,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.75
9386,edb9cac0,0,generic listing,1,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
9387,a29aef44,0,viewed product,22,search engine hit,2,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,22.0,2.0,7.75
9388,6cabcd47,0,checkout,4,ad campaign hit,1,1.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0
9389,e986ecb3,0,viewed product,25,ad campaign hit,1,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0,5.833333333333333
9390,b28a9cc7,0,viewed product,151,checkout,1,7.0,3.0,1.0,1.0,10.0,0.0,7.0,0.0,0.0,151.0,5.0,23.125
9391,db437899,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9392,44be38a7,0,viewed product,15,ad campaign hit,1,1.0,5.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,15.0,9.0,6.142857142857143
9393,03ae7227,0,search engine hit,2,visited site,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.5
9394,03ea1c12,0,viewed product,42,checkout,2,4.0,5.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,42.0,6.0,9.142857142857142
9395,a1c0c4af,0,viewed product,19,ad campaign hit,2,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,19.0,3.0,5.285714285714286
9396,6b905efe,0,viewed product,18,checkout,1,6.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,18.0,5.0,5.0
9397,5627d3b1,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9398,df1d60f5,0,viewed product,250,searched products,3,26.0,97.0,10.0,0.0,24.0,0.0,23.0,3.0,0.0,250.0,20.0,56.625
9399,91979723,0,viewed product,21,conversion,2,12.0,14.0,4.0,2.0,15.0,0.0,12.0,0.0,0.0,21.0,7.0,10.875
9400,15c6cfb1,0,viewed product,16,brand listing,1,2.0,1.0,1.0,0.0,10.0,0.0,2.0,6.0,0.0,16.0,5.0,5.375
9401,0f50f280,0,viewed product,50,search engine hit,2,5.0,0.0,0.0,0.0,6.0,0.0,2.0,21.0,0.0,50.0,12.0,16.0
9402,1501db22,0,viewed product,29,ad campaign hit,1,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,29.0,3.0,6.666666666666667
9403,f02b318b,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9404,92aac1e0,0,viewed product,23,search engine hit,3,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,23.0,5.0,9.5
9405,2047c93f,0,viewed product,10,generic listing,2,9.0,0.0,6.0,0.0,2.0,0.0,2.0,2.0,0.0,10.0,2.0,4.714285714285714
9406,b377093f,0,brand listing,3,viewed product,1,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.8
9407,376bfceb,0,viewed product,37,ad campaign hit,1,1.0,8.0,2.0,0.0,7.0,0.0,2.0,6.0,0.0,37.0,5.0,8.5
9408,f5c5f6e4,0,viewed product,4,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.75
9409,0432dba1,0,viewed product,13,checkout,2,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,6.25
9410,630a2648,0,viewed product,16,conversion,1,2.0,2.0,9.0,1.0,2.0,0.0,2.0,2.0,0.0,16.0,2.0,4.222222222222222
9411,bcba64d2,0,searched products,4,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0
9412,330a3afa,0,viewed product,20,ad campaign hit,1,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,20.0,2.0,4.571428571428571
9413,e99f661c,0,viewed product,71,checkout,2,10.0,35.0,2.0,0.0,13.0,0.0,3.0,34.0,0.0,71.0,6.0,21.75
9414,e7f6f1e6,0,viewed product,13,conversion,2,9.0,0.0,8.0,2.0,5.0,0.0,5.0,0.0,0.0,13.0,6.0,6.857142857142857
9415,9d3de92a,0,viewed product,6,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,2.2
9416,1bf9ead1,0,ad campaign hit,7,checkout,1,7.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,6.0,2.0,5.0
9417,d544fb6d,0,viewed product,6,checkout,1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,2.8
9418,7ca799db,0,viewed product,58,checkout,1,44.0,3.0,1.0,0.0,26.0,0.0,0.0,8.0,0.0,58.0,11.0,21.571428571428573
9419,67fc9b03,0,viewed product,27,ad campaign hit,1,1.0,8.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,27.0,2.0,6.285714285714286
9420,72933135,1,viewed product,43,visited site,3,5.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,43.0,3.0,12.6
9421,360f27ef,0,viewed product,24,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,2.0,5.0
9422,aa0cccb2,0,viewed product,10,search engine hit,1,5.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,10.0,6.0,4.285714285714286
9423,6872a391,0,viewed product,31,checkout,1,6.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,31.0,7.0,9.166666666666666
9424,cb1f62fc,0,ad campaign hit,9,generic listing,1,9.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,4.0,3.857142857142857
9425,39a9b23f,0,viewed product,151,conversion,1,2.0,31.0,5.0,1.0,16.0,0.0,10.0,2.0,2.0,151.0,17.0,23.7
9426,77c0250c,0,brand listing,5,checkout,1,3.0,5.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,2.5
9427,f9daee5b,0,viewed product,6,checkout,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.75
9428,b6374074,0,viewed product,5,ad campaign hit,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.8
9429,438b107b,0,viewed product,10,checkout,1,7.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,4.666666666666667
9430,bb9eec76,0,generic listing,10,visited site,1,0.0,5.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,6.0,1.0,4.333333333333333
9431,334c9992,0,viewed product,80,conversion,1,21.0,4.0,6.0,1.0,6.0,0.0,7.0,8.0,0.0,80.0,17.0,16.666666666666668
9432,c0a3fde9,0,viewed product,615,checkout,1,41.0,12.0,1.0,1.0,8.0,0.0,12.0,1.0,0.0,615.0,17.0,78.66666666666667
9433,d2329ee6,0,viewed product,6,checkout,2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.5
9434,d0eb70f6,0,viewed product,14,checkout,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,2.0,5.8
9435,a6781a60,0,viewed product,23,ad campaign hit,1,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,1.0,4.428571428571429
9436,cf0967a6,0,generic listing,9,checkout,1,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,2.0,8.0,6.0,5.833333333333333
9437,de58306e,0,brand listing,7,checkout,1,0.0,7.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0
9438,93e78e66,0,visited site,4,checkout,1,2.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,4.0,2.5714285714285716
9439,f4973f27,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9440,ba900f0d,0,viewed product,9,staticpage,2,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,2.0,9.0,8.0,5.833333333333333
9441,ea7d4649,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9442,8617a025,0,viewed product,27,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,0.0,27.0,2.0,8.428571428571429
9443,fab234eb,1,brand listing,15,checkout,2,13.0,15.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,7.5
